a_la_carte table_d'hote 
ineloquently eloquently 
inequitably equitably 
inexactly exactly 
inexcusably excusably 
inexpediently expediently 
inexpressively expressively 
infelicitously felicitously 
infinitely finitely 
inflexibly flexibly 
informally formally 
informatively uninformatively 
infrequently frequently 
inhospitably hospitably 
inhumanely humanely 
injudiciously judiciously 
inland coastal 
inoffensively offensively 
inopportunely opportunely 
inorganically organically 
insanely sanely 
insecurely securely 
insensitively sensitively 
inseparably separably 
inshore offshore 
inside outside 
insignificantly significantly 
insincerely sincerely 
instructively uninstructively 
insufficiently sufficiently 
intelligently unintelligently 
intelligibly unintelligibly 
intentionally unintentionally 
interdepartmental intradepartmental 
interestingly uninterestingly 
internally externally 
intolerably tolerably 
intolerantly tolerantly 
intransitively transitively 
invisibly visibly 
involuntarily voluntarily 
inward outward 
inwardly outwardly 
irrationally rationally 
irregularly regularly 
irrelevantly relevantly 
irresolutely resolutely 
irresponsibly responsibly 
irreverently reverently 
joyfully joylessly 
joylessly joyfully 
judiciously injudiciously 
just unjust 
justifiably unjustifiably 
justly unjustly 
kindly unkindly 
knowingly unknowingly 
large small 
last first 
late middle early 
lawfully lawlessly unlawfully 
lawlessly lawfully 
least most 
leeward windward 
left center right 
legato staccato 
legibly illegibly 
legitimately illegitimately 
lengthwise crosswise 
less more 
licitly illicitly 
light dark heavy 
lightly heavily 
likely unlikely 
linearly geometrically 
literally figuratively 
little big much 
live recorded dead 
logically illogically 
long short 
loose compact tight 
loud soft 
loudly softly 
low high 
loyally disloyally 
luckily unluckily 
maladroitly adroitly 
malapropos apropos 
malevolently benevolently 
manageably unmanageably 
manfully unmanfully 
manly unmanly 
maturely immaturely 
maximally minimally 
meagerly amply 
measurably immeasurably 
melodiously unmelodiously 
memorably unmemorably 
mindfully unmindfully 
minimally maximally 
moderately immoderately 
modestly immodestly 
monaurally binaurally 
morally immorally 
more fewer less 
most least fewest 
much little 
multilaterally unilaterally 
multiply singly divide 
musically unmusically 
narrow-mindedly broad-mindedly 
narrowly broadly 
naturally unnaturally artificially 
nay yea 
near far 
necessarily unnecessarily 
never ever 
new old worn 
no yes some all 
no_longer still 
noisily quietly 
noncompetitively competitively 
noncomprehensively comprehensively 
nonviolently violently 
north south 
obediently disobediently 
objectively subjectively 
obligatorily optionally 
obtrusively unobtrusively 
off on 
offensively defensively inoffensively 
officially unofficially 
offshore inshore onshore 
offside onside 
offstage onstage 
often rarely 
on off 
on_the_one_hand on_the_other_hand 
on_the_other_hand on_the_one_hand 
onshore offshore 
onstage offstage 
opportunely inopportunely 
opposite alternate 
optimistically pessimistically 
optionally obligatorily 
orad aborad 
organically inorganically 
out safe 
out_of_hand in_hand 
outdoors indoors 
outside inside 
outward inward 
outwardly inwardly 
overhead subsurface surface 
overtime regulation_time 
overtly covertly 
painfully painlessly 
painlessly painfully 
palatably unpalatably 
pardonably unpardonably 
part-time full-time 
partly wholly 
passing failing running 
passively actively 
past present future 
patiently impatiently 
patriotically unpatriotically 
penitently impenitently 
perceptibly imperceptibly 
perfectly imperfectly 
peripherally centrally 
permanently temporarily 
permissibly impermissibly 
personally impersonally 
pessimistically optimistically 
pianissimo fortissimo 
piano forte 
plain patterned fancy 
pleasantly unpleasantly 
please displease 
politely impolitely 
possibly impossibly 
powerful powerless 
precedentedly unprecedentedly 
precisely imprecisely 
pretentiously unpretentiously 
primarily secondarily 
privately publicly 
pro con anti 
productively unproductively 
profitably unprofitably 
properly improperly 
propitiously unpropitiously 
proportionately disproportionately 
providently improvidently 
prudently imprudently 
publicly privately 
quickly slowly 
quiet unquiet noisy active 
quietly noisily unquietly 
rarely often 
rationally irrationally 
real unreal nominal 
realistically unrealistically 
reasonably unreasonably 
recognizably unrecognizably 
regularly irregularly 
relevantly irrelevantly 
reliably unreliably 
remarkably unremarkably 
repentantly unrepentantly 
reputably disreputably 
resolutely irresolutely 
respectfully disrespectfully 
responsibly irresponsibly 
retail wholesale 
reverently irreverently 
right center wrongly wrong left 
righteously unrighteously 
romantically unromantically 
rough smooth 
round square 
sadly happily 
sanely insanely 
satisfactorily unsatisfactorily 
scarce abundant 
seasonably unseasonably 
second first 
secondarily primarily 
securely insecurely 
self-consciously unselfconsciously 
selfishly unselfishly 
sensitively insensitively 
sentimentally unsentimentally 
separably inseparably 
sharp dull flat natural 
short long tall 
significantly insignificantly 
sincerely insincerely 
singly multiply 
slow fast 
slowly quickly 
small big large 
smilingly unsmilingly 
sociably unsociably 
soft loud hardened hard 
softly loudly 
some no all 
south north 
specifically generally 
sportingly unsportingly 
square round 
staccato legato 
steadily unsteadily 
steady unsteady 
still sparkling moving no_longer 
straight curly crooked curved 
strongly weakly 
subjectively objectively 
successfully unsuccessfully 
sufficiently insufficiently 
suitably unsuitably 
sure unsure 
sweet sour dry 
symmetrically asymmetrically 
sympathetically unsympathetically 
systematically unsystematically 
tactfully tactlessly 
tactlessly tactfully 
tastefully tastelessly 
tastelessly tastefully 
temporarily permanently 
theoretically empirically 
there here 
thick thin 
thickly thinly 
thin thicken full thick fat 
thinly thickly 
thoughtfully thoughtlessly 
thoughtlessly thoughtfully 
tight loose leaky 
tolerably intolerably 
tolerantly intolerantly 
transitively intransitively 
true false 
trustfully distrustfully 
truthfully untruthfully 
typically atypically 
ultra_vires intra_vires 
unacceptably acceptably 
unaccompanied accompanied 
unambiguously ambiguously 
unambitiously ambitiously 
unappealingly appealingly 
unappreciatively appreciatively 
unashamedly ashamedly 
unassertively assertively 
unattractively attractively 
unbelievably believably 
unbelievingly believingly 
unceremoniously ceremoniously 
uncharacteristically characteristically 
unchivalrously chivalrously 
uncivilly civilly 
uncomfortably comfortably 
uncomplainingly complainingly 
unconditionally conditionally 
unconsciously consciously 
unconstitutionally constitutionally 
uncontroversially controversially 
unconventionally conventionally 
unconvincingly convincingly 
uncritically critically 
undemocratically democratically 
undependably dependably 
underhand overhand 
undeservedly deservedly 
undiplomatically diplomatically 
undramatically dramatically 
unemotionally emotionally 
unenthusiastically enthusiastically 
unequally equally 
unethically ethically 
unevenly evenly 
unexcitingly excitingly 
unfairly fairly 
unfaithfully faithfully 
unfashionably fashionably 
unfavorably favorably 
unfeelingly feelingly 
unforgivably forgivably 
unforgivingly forgivingly 
unfortunately fortunately 
ungracefully gracefully 
ungraciously graciously 
ungrammatically grammatically 
ungratefully gratefully 
ungrudgingly grudgingly 
unhappily happily 
unhelpfully helpfully 
unhesitatingly hesitantly 
unhurriedly hurriedly 
unhygienically hygienically 
unilaterally multilaterally 
unimaginatively imaginatively 
unimpressively impressively 
uninformatively informatively 
uninstructively instructively 
unintelligently intelligently 
unintelligibly intelligibly 
unintentionally intentionally 
uninterestingly interestingly 
unjustifiably justifiably 
unjustly justly 
unkindly kindly 
unknowingly knowingly 
unlawfully lawfully 
unluckily luckily 
unmanageably manageably 
unmanfully manfully 
unmanly manly 
unmelodiously melodiously 
unmemorably memorably 
unmindfully mindfully 
unmusically musically 
unnaturally naturally 
unnecessarily necessarily 
unobtrusively obtrusively 
unofficially officially 
unpalatably palatably 
unpardonably pardonably 
unpatriotically patriotically 
unpleasantly pleasantly 
unprecedentedly precedentedly 
unpretentiously pretentiously 
unproductively productively 
unprofitably profitably 
unpropitiously propitiously 
unquietly quietly 
unrealistically realistically 
unreasonably reasonably 
unrecognizably recognizably 
unreliably reliably 
unremarkably remarkably 
unrepentantly repentantly 
unrighteously righteously 
unromantically romantically 
unsatisfactorily satisfactorily 
unseasonably seasonably 
unselfconsciously self-consciously 
unselfishly selfishly 
unsentimentally sentimentally 
unsmilingly smilingly 
unsociably sociably 
unsportingly sportingly 
unsteadily steadily 
unsuccessfully successfully 
unsuitably suitably 
unsympathetically sympathetically 
unsystematically systematically 
untruthfully truthfully 
unwarily warily 
unwillingly willingly 
unwittingly wittingly 
up down 
upriver downriver 
upstage downstage 
upstairs downstairs 
upstream downstream 
uptown downtown 
upward downward 
upwardly downwardly 
upwards downwards 
upwind downwind 
usefully uselessly 
uselessly usefully 
violently nonviolently 
visibly invisibly 
voluntarily involuntarily 
warily unwarily 
warm cool 
weakly strongly 
well ill badly 
west east 
westerly easterly 
whole half fractional 
wholesale retail 
wholly partly 
wide narrow 
wild tame 
willingly unwillingly 
windward leeward 
wisely foolishly 
wittingly unwittingly 
worse better 
worst best 
wrong right 
wrongly right 
yea nay 
